H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z	
purpuratus_SRR7211988	pulcherrimus_DRR107784	droebachiensis	311309	83239	0.5780539	0.5780539	0.003006792	192.2493	
purpuratus_SRR6281818	pulcherrimus_DRR107784	droebachiensis	224104	102777	0.3711657	0.3711657	0.00417948	88.80666	
pulcherrimus_SRR5767283	pulcherrimus_DRR107784	droebachiensis	22932	24298	-0.0289223	-0.0289223	0.004712544	-6.1373	
fragilis	depressus	droebachiensis	63058	261867	-0.6118612	-0.6118612	0.002959802	-206.7237	
pallidus	depressus	droebachiensis	64219	216815	-0.5429806	-0.5429806	0.002624647	-206.8776	
intermedius	depressus	droebachiensis	73924	201479	-0.4631576	-0.4631576	0.002591547	-178.7186	
purpuratus_SRR7211988	depressus	droebachiensis	204263	143646	0.1742323	0.1742323	0.003865245	45.07666	
purpuratus_SRR6281818	depressus	droebachiensis	151013	161817	-0.03453633	-0.03453633	0.004146962	-8.328103	
pulcherrimus_SRR5767283	depressus	droebachiensis	73762	154143	-0.3526952	-0.3526952	0.002679649	-131.6199	
pulcherrimus_DRR107784	depressus	droebachiensis	71541	146979	-0.3452224	-0.3452224	0.002810495	-122.8333	
fragilis	franciscanus	droebachiensis	73152	278382	-0.5838127	-0.5838127	0.003128132	-186.633	
pallidus	franciscanus	droebachiensis	73427	225186	-0.508213	-0.508213	0.002681364	-189.5352	
intermedius	franciscanus	droebachiensis	84949	207972	-0.419987	-0.419987	0.002639809	-159.0975	
purpuratus_SRR7211988	franciscanus	droebachiensis	264466	138279	0.3133174	0.3133174	0.003731503	83.96546	
purpuratus_SRR6281818	franciscanus	droebachiensis	190233	162056	0.07998263	0.07998263	0.00427445	18.71179	
pulcherrimus_SRR5767283	franciscanus	droebachiensis	83224	155846	-0.3037688	-0.3037688	0.002650741	-114.5977	
pulcherrimus_DRR107784	franciscanus	droebachiensis	79589	147519	-0.2991088	-0.2991088	0.0027821	-107.5119	
depressus	franciscanus	droebachiensis	57585	45857	0.1133775	0.1133775	0.00333531	33.99311	
fragilis	nudus	droebachiensis	70634	278801	-0.5957245	-0.5957245	0.003026635	-196.8273	
pallidus	nudus	droebachiensis	71001	227246	-0.5238779	-0.5238779	0.002624915	-199.579	
intermedius	nudus	droebachiensis	81973	210590	-0.4396216	-0.4396216	0.002553276	-172.1794	
purpuratus_SRR7211988	nudus	droebachiensis	246727	141065	0.2724708	0.2724708	0.003737725	72.89751	
purpuratus_SRR6281818	nudus	droebachiensis	178840	165102	0.03994278	0.03994278	0.004215099	9.47612	
pulcherrimus_SRR5767283	nudus	droebachiensis	80974	158912	-0.324896	-0.324896	0.002591797	-125.3555	
pulcherrimus_DRR107784	nudus	droebachiensis	77774	150896	-0.3197708	-0.3197708	0.002744443	-116.5158	
depressus	nudus	droebachiensis	57998	51095	0.06327629	0.06327629	0.003131852	20.20411	
franciscanus	nudus	droebachiensis	46939	52652	-0.05736462	-0.05736462	0.003329263	-17.23043	
droebachiensis	pallidus	fragilis	99471	164222	-0.2455545	-0.2455545	0.005121496	-47.94585	
droebachiensis	intermedius	fragilis	97146	192022	-0.3280999	-0.3280999	0.004217579	-77.79342	
pallidus	intermedius	fragilis	104798	134083	-0.1225924	-0.1225924	0.003076172	-39.85227	
droebachiensis	purpuratus_SRR7211988	fragilis	44953	553641	-0.8498047	-0.8498047	0.001621841	-523.9753	
pallidus	purpuratus_SRR7211988	fragilis	47565	466517	-0.8149517	-0.8149517	0.001872147	-435.3033	
intermedius	purpuratus_SRR7211988	fragilis	58132	449244	-0.7708524	-0.7708524	0.00201904	-381.7914	
droebachiensis	purpuratus_SRR6281818	fragilis	64521	400166	-0.7223034	-0.7223034	0.003279407	-220.2543	
pallidus	purpuratus_SRR6281818	fragilis	68076	324629	-0.653297	-0.653297	0.003640967	-179.4296	
intermedius	purpuratus_SRR6281818	fragilis	82559	310909	-0.5803522	-0.5803522	0.003845234	-150.9277	
purpuratus_SRR7211988	purpuratus_SRR6281818	fragilis	219261	35461	0.721571	0.721571	0.002788307	258.7846	
droebachiensis	pulcherrimus_SRR5767283	fragilis	79119	219380	-0.4698877	-0.4698877	0.00359067	-130.8635	
pallidus	pulcherrimus_SRR5767283	fragilis	87445	168233	-0.3159756	-0.3159756	0.002946166	-107.2498	
intermedius	pulcherrimus_SRR5767283	fragilis	100479	156302	-0.2173954	-0.2173954	0.002545908	-85.39012	
purpuratus_SRR7211988	pulcherrimus_SRR5767283	fragilis	334703	88130	0.5831451	0.5831451	0.003015758	193.366	
purpuratus_SRR6281818	pulcherrimus_SRR5767283	fragilis	236603	113349	0.3522026	0.3522026	0.004455773	79.0441	
droebachiensis	pulcherrimus_DRR107784	fragilis	79022	211882	-0.4567142	-0.4567142	0.003699233	-123.4619	
pallidus	pulcherrimus_DRR107784	fragilis	85433	159539	-0.302508	-0.302508	0.002985823	-101.3148	
intermedius	pulcherrimus_DRR107784	fragilis	98159	147873	-0.2020631	-0.2020631	0.002606337	-77.52763	
purpuratus_SRR7211988	pulcherrimus_DRR107784	fragilis	326977	85709	0.5846285	0.5846285	0.002996757	195.0871	
purpuratus_SRR6281818	pulcherrimus_DRR107784	fragilis	231879	107953	0.3646684	0.3646684	0.004292883	84.94721	
pulcherrimus_SRR5767283	pulcherrimus_DRR107784	fragilis	24960	22762	0.04605842	0.04605842	0.004777644	9.640405	
droebachiensis	depressus	fragilis	60155	261867	-0.626392	-0.626392	0.00286236	-218.8376	
pallidus	depressus	fragilis	64942	215191	-0.5363488	-0.5363488	0.002740981	-195.6777	
intermedius	depressus	fragilis	74377	203930	-0.4655039	-0.4655039	0.002619698	-177.6937	
purpuratus_SRR7211988	depressus	fragilis	207911	145654	0.1760836	0.1760836	0.003858515	45.63507	
purpuratus_SRR6281818	depressus	fragilis	151841	166412	-0.04578433	-0.04578433	0.004186164	-10.93706	
pulcherrimus_SRR5767283	depressus	fragilis	75523	151925	-0.3359097	-0.3359097	0.002782373	-120.7278	
pulcherrimus_DRR107784	depressus	fragilis	72084	148243	-0.3456635	-0.3456635	0.002737069	-126.2897	
droebachiensis	franciscanus	fragilis	70473	278382	-0.5959754	-0.5959754	0.002992578	-199.1511	
pallidus	franciscanus	fragilis	75531	224842	-0.4970853	-0.4970853	0.002807217	-177.074	
intermedius	franciscanus	fragilis	87200	213162	-0.4193673	-0.4193673	0.002649485	-158.2825	
purpuratus_SRR7211988	franciscanus	fragilis	277566	140704	0.3272097	0.3272097	0.003701679	88.39495	
purpuratus_SRR6281818	franciscanus	fragilis	196976	168079	0.07915794	0.07915794	0.004303786	18.39263	
pulcherrimus_SRR5767283	franciscanus	fragilis	86519	154163	-0.2810513	-0.2810513	0.002757749	-101.9133	
pulcherrimus_DRR107784	franciscanus	fragilis	81408	150175	-0.2969432	-0.2969432	0.002770524	-107.1794	
depressus	franciscanus	fragilis	58461	46477	0.1142008	0.1142008	0.003261824	35.01132	
droebachiensis	nudus	fragilis	67682	278801	-0.6093199	-0.6093199	0.002865734	-212.6227	
pallidus	nudus	fragilis	72683	226858	-0.5147042	-0.5147042	0.002734931	-188.1964	
intermedius	nudus	fragilis	83653	215550	-0.4408278	-0.4408278	0.002523915	-174.6604	
purpuratus_SRR7211988	nudus	fragilis	256900	143743	0.2824385	0.2824385	0.003719362	75.93736	
purpuratus_SRR6281818	nudus	fragilis	183387	171262	0.03418873	0.03418873	0.004250888	8.042727	
pulcherrimus_SRR5767283	nudus	fragilis	83734	157197	-0.304913	-0.304913	0.002680118	-113.7685	
pulcherrimus_DRR107784	nudus	fragilis	79203	153451	-0.3191349	-0.3191349	0.002723159	-117.1929	
depressus	nudus	fragilis	58802	51985	0.06153249	0.06153249	0.00315006	19.53375	
franciscanus	nudus	fragilis	48215	54344	-0.05976072	-0.05976072	0.003286982	-18.18103	
droebachiensis	fragilis	pallidus	99471	110539	-0.05270225	-0.05270225	0.003788653	-13.91055	
droebachiensis	intermedius	pallidus	107876	134932	-0.1114296	-0.1114296	0.0029272	-38.06695	
fragilis	intermedius	pallidus	116366	134083	-0.07074095	-0.07074095	0.003331802	-21.23204	
droebachiensis	purpuratus_SRR7211988	pallidus	47228	454809	-0.8118545	-0.8118545	0.001839432	-441.3615	
fragilis	purpuratus_SRR7211988	pallidus	47495	466517	-0.8151989	-0.8151989	0.001876529	-434.4185	
intermedius	purpuratus_SRR7211988	pallidus	54342	428970	-0.7751266	-0.7751266	0.001966167	-394.2324	
droebachiensis	purpuratus_SRR6281818	pallidus	65479	321316	-0.6614279	-0.6614279	0.003350355	-197.4202	
fragilis	purpuratus_SRR6281818	pallidus	67638	324629	-0.6551431	-0.6551431	0.003563574	-183.8444	
intermedius	purpuratus_SRR6281818	pallidus	74506	301589	-0.6037916	-0.6037916	0.003567294	-169.2576	
purpuratus_SRR7211988	purpuratus_SRR6281818	pallidus	196494	33809	0.7063955	0.7063955	0.002894839	244.0189	
droebachiensis	pulcherrimus_SRR5767283	pallidus	87460	166626	-0.3115717	-0.3115717	0.00286225	-108.8555	
fragilis	pulcherrimus_SRR5767283	pallidus	95310	168233	-0.2767025	-0.2767025	0.003129386	-88.42068	
intermedius	pulcherrimus_SRR5767283	pallidus	95467	150485	-0.2236941	-0.2236941	0.002509906	-89.12448	
purpuratus_SRR7211988	pulcherrimus_SRR5767283	pallidus	319952	84024	0.5840149	0.5840149	0.003004472	194.3819	
purpuratus_SRR6281818	pulcherrimus_SRR5767283	pallidus	229358	105257	0.370877	0.370877	0.004292531	86.40053	
droebachiensis	pulcherrimus_DRR107784	pallidus	87149	160064	-0.2949481	-0.2949481	0.002877749	-102.4926	
fragilis	pulcherrimus_DRR107784	pallidus	93547	159539	-0.2607493	-0.2607493	0.003193206	-81.65754	
intermedius	pulcherrimus_DRR107784	pallidus	93415	142047	-0.2065386	-0.2065386	0.002533114	-81.53547	
purpuratus_SRR7211988	pulcherrimus_DRR107784	pallidus	311915	81637	0.5851273	0.5851273	0.002999618	195.0672	
purpuratus_SRR6281818	pulcherrimus_DRR107784	pallidus	224467	100270	0.3824541	0.3824541	0.004155962	92.02541	
pulcherrimus_SRR5767283	pulcherrimus_DRR107784	pallidus	23089	21113	0.04470386	0.04470386	0.004721009	9.469133	
droebachiensis	depressus	pallidus	66477	216815	-0.5306821	-0.5306821	0.002583478	-205.4139	
fragilis	depressus	pallidus	70028	215191	-0.5089528	-0.5089528	0.002843835	-178.967	
intermedius	depressus	pallidus	71740	199857	-0.4717173	-0.4717173	0.00264236	-178.5212	
purpuratus_SRR7211988	depressus	pallidus	204387	141859	0.1805884	0.1805884	0.003883681	46.49928	
purpuratus_SRR6281818	depressus	pallidus	150705	159429	-0.02812978	-0.02812978	0.004143201	-6.789383	
pulcherrimus_SRR5767283	depressus	pallidus	72972	148452	-0.3408845	-0.3408845	0.002695492	-126.4647	
pulcherrimus_DRR107784	depressus	pallidus	69579	144935	-0.3512871	-0.3512871	0.00272445	-128.9387	
droebachiensis	franciscanus	pallidus	77388	225186	-0.4884689	-0.4884689	0.002644079	-184.7407	
fragilis	franciscanus	pallidus	82311	224842	-0.4640391	-0.4640391	0.002981254	-155.6523	
intermedius	franciscanus	pallidus	83264	207294	-0.4268683	-0.4268683	0.002609359	-163.5913	
purpuratus_SRR7211988	franciscanus	pallidus	266699	136584	0.3226394	0.3226394	0.003744487	86.16385	
purpuratus_SRR6281818	franciscanus	pallidus	191565	159598	0.0910318	0.0910318	0.004231528	21.51275	
pulcherrimus_SRR5767283	franciscanus	pallidus	82863	149368	-0.2863743	-0.2863743	0.002703519	-105.9265	
pulcherrimus_DRR107784	franciscanus	pallidus	77868	145508	-0.3028078	-0.3028078	0.002728868	-110.9646	
depressus	franciscanus	pallidus	56624	44656	0.1181675	0.1181675	0.003351907	35.2538	
droebachiensis	nudus	pallidus	74385	227246	-0.5067815	-0.5067815	0.002606132	-194.4573	
fragilis	nudus	pallidus	79174	226858	-0.482577	-0.482577	0.002878404	-167.6543	
intermedius	nudus	pallidus	80172	209598	-0.4466508	-0.4466508	0.002556329	-174.7235	
purpuratus_SRR7211988	nudus	pallidus	248090	139493	0.2801903	0.2801903	0.003778662	74.15066	
purpuratus_SRR6281818	nudus	pallidus	179563	162700	0.04926913	0.04926913	0.004235605	11.63214	
pulcherrimus_SRR5767283	nudus	pallidus	80460	152610	-0.3095637	-0.3095637	0.002654361	-116.6245	
pulcherrimus_DRR107784	nudus	pallidus	76022	149057	-0.3244861	-0.3244861	0.002699024	-120.2235	
depressus	nudus	pallidus	56808	50019	0.06355135	0.06355135	0.003196281	19.8829	
franciscanus	nudus	pallidus	45990	51967	-0.06101657	-0.06101657	0.003206386	-19.0297	
droebachiensis	fragilis	intermedius	97146	101456	-0.02170169	-0.02170169	0.002896909	-7.491328	
droebachiensis	pallidus	intermedius	107876	100786	0.0339784	0.0339784	0.002510398	13.53506	
fragilis	pallidus	intermedius	116366	104798	0.05230508	0.05230508	0.00291064	17.9703	
droebachiensis	purpuratus_SRR7211988	intermedius	49718	423103	-0.7896963	-0.7896963	0.001876517	-420.831	
fragilis	purpuratus_SRR7211988	intermedius	49462	449244	-0.8016386	-0.8016386	0.001841426	-435.3358	
pallidus	purpuratus_SRR7211988	intermedius	46237	428970	-0.8054027	-0.8054027	0.001841919	-437.2628	
droebachiensis	purpuratus_SRR6281818	intermedius	69611	297520	-0.6207839	-0.6207839	0.003527084	-176.0048	
fragilis	purpuratus_SRR6281818	intermedius	71190	310909	-0.6273741	-0.6273741	0.003576412	-175.4199	
pallidus	purpuratus_SRR6281818	intermedius	64553	301589	-0.6473882	-0.6473882	0.00346451	-186.8629	
purpuratus_SRR7211988	purpuratus_SRR6281818	intermedius	198778	33878	0.7087717	0.7087717	0.002811514	252.0961	
droebachiensis	pulcherrimus_SRR5767283	intermedius	99930	149813	-0.1997373	-0.1997373	0.00275871	-72.40244	
fragilis	pulcherrimus_SRR5767283	intermedius	107746	156302	-0.1838908	-0.1838908	0.003012027	-61.05217	
pallidus	pulcherrimus_SRR5767283	intermedius	94712	150485	-0.227462	-0.227462	0.002691411	-84.51404	
purpuratus_SRR7211988	pulcherrimus_SRR5767283	intermedius	336624	83254	0.6034372	0.6034372	0.002862697	210.7932	
purpuratus_SRR6281818	pulcherrimus_SRR5767283	intermedius	243121	105304	0.3955428	0.3955428	0.004143915	95.45148	
droebachiensis	pulcherrimus_DRR107784	intermedius	100249	143631	-0.1778826	-0.1778826	0.002840163	-62.63111	
fragilis	pulcherrimus_DRR107784	intermedius	106831	147873	-0.1611361	-0.1611361	0.00310417	-51.90954	
pallidus	pulcherrimus_DRR107784	intermedius	93801	142047	-0.204564	-0.204564	0.0028293	-72.30196	
purpuratus_SRR7211988	pulcherrimus_DRR107784	intermedius	331424	80966	0.6073329	0.6073329	0.00285589	212.6598	
purpuratus_SRR6281818	pulcherrimus_DRR107784	intermedius	240057	100213	0.4109795	0.4109795	0.004003302	102.6601	
pulcherrimus_SRR5767283	pulcherrimus_DRR107784	intermedius	25276	22423	0.05981257	0.05981257	0.004780554	12.51164	
droebachiensis	depressus	intermedius	74910	201479	-0.4579379	-0.4579379	0.002723155	-168.1645	
fragilis	depressus	intermedius	78148	203930	-0.4459121	-0.4459121	0.002866739	-155.5468	
